strategy,seed,round,trial,x1,x2,branin,currin,rejected_before,feasible,hv,best_branin,best_currin
lhs,4,0,0,0.67528415,0.53778431,60.557063,6.5531402,0,True,2028.9959,60.557063,6.5531402
lhs,4,0,1,0.68985759,0.94088435,182.88493,4.4411724,0,True,2314.9149,60.557063,4.4411724
lhs,4,0,2,0.43692682,0.10121544,15.547332,12.089081,0,True,2420.1156,15.547332,4.4411724
lhs,4,0,3,0.89935134,0.84460367,122.44064,4.5960124,0,True,2538.4128,15.547332,4.4411724
lhs,4,0,4,0.13963608,0.11290056,101.08897,12.776678,0,True,2538.4128,15.547332,4.4411724
lhs,4,0,5,0.59485155,0.56064441,47.604504,6.5900983,0,True,2609.6387,15.547332,4.4411724
lhs,4,0,6,0.74576321,0.79374237,136.37021,4.9539424,0,True,2609.6387,15.547332,4.4411724
lhs,4,0,7,0.60193028,0.73752954,91.888013,5.4814925,0,True,2642.3804,15.547332,4.4411724
lhs,4,0,8,0.63249203,0.6945902,88.128587,5.6424496,0,True,2645.804,15.547332,4.4411724
lhs,4,1,9,0.78208061,0.35552895,36.233521,7.9315173,0,True,2693.0796,15.547332,4.4411724
lhs,4,1,10,0.73212374,0.24543424,25.822646,9.2514108,0,True,2722.6222,15.547332,4.4411724
lhs,4,1,11,0.85050742,0.45997722,40.865479,6.8690857,0,True,2729.782,15.547332,4.4411724
lhs,4,1,12,0.54295488,0.83907056,106.75975,5.1384768,0,True,2735.1608,15.547332,4.4411724
lhs,4,1,13,0.037425809,0.47388824,79.67172,4.4094235,0,True,2800.8775,15.547332,4.4094235
lhs,4,1,14,0.28112225,0.51399187,16.952462,8.4038897,0,True,2842.3893,15.547332,4.4094235
lhs,4,1,15,0.95355227,0.49356906,25.760632,6.509823,0,True,2873.0997,15.547332,4.4094235
lhs,4,1,16,0.97089814,0.2436053,1.6128515,8.893923,0,True,2954.6811,1.6128515,4.4094235
lhs,4,1,17,0.0084386203,0.31952375,156.29886,3.0654837,0,True,3172.3542,1.6128515,3.0654837
lhs,4,2,18,0.49131825,0.62862665,45.051249,6.4588571,0,True,3174.1187,1.6128515,3.0654837
lhs,4,2,19,0.22773688,0.21727592,41.076014,12.406884,0,True,3174.1187,1.6128515,3.0654837
lhs,4,2,20,0.096130791,0.18846738,110.86483,10.398282,0,True,3174.1187,1.6128515,3.0654837
lhs,4,2,21,0.55589705,0.054021563,2.3156234,11.370939,0,True,3174.1187,1.6128515,3.0654837
lhs,4,2,22,0.3862322,0.7112123,50.953774,6.3623263,0,True,3176.8908,1.6128515,3.0654837
lhs,4,2,23,0.40452159,0.96355561,114.73908,5.0372755,0,True,3176.8908,1.6128515,3.0654837
lhs,4,2,24,0.37342301,0.5929346,32.39093,7.2430323,0,True,3176.8908,1.6128515,3.0654837
lhs,4,2,25,0.18873051,0.076978658,83.895416,13.689958,0,True,3176.8908,1.6128515,3.0654837
lhs,4,2,26,0.084515345,0.90098437,2.075389,4.4733978,0,True,3382.525,1.6128515,3.0654837
lhs,4,3,27,0.86695679,0.60105832,64.487885,5.8374493,0,True,3382.525,1.6128515,3.0654837
lhs,4,3,28,0.4757368,0.4071143,13.365193,8.4031439,0,True,3382.525,1.6128515,3.0654837
lhs,4,3,29,0.82848535,0.043475738,14.400931,10.404998,0,True,3382.525,1.6128515,3.0654837
lhs,4,3,30,0.52311958,0.16105208,0.82218652,11.046947,0,True,3385.197,0.82218652,3.0654837
lhs,4,3,31,0.97802192,0.64979843,50.488011,5.473569,0,True,3385.197,0.82218652,3.0654837
lhs,4,3,32,0.30563854,0.28527884,24.565958,11.007931,0,True,3385.197,0.82218652,3.0654837
lhs,4,3,33,0.92240236,0.68307572,69.63182,5.3237202,0,True,3385.197,0.82218652,3.0654837
lhs,4,3,34,0.34469754,0.44339293,20.306476,8.7715104,0,True,3385.197,0.82218652,3.0654837
lhs,4,3,35,0.21871528,0.30262486,29.544854,11.154205,0,True,3385.197,0.82218652,3.0654837
lhs,4,4,36,0.25030973,0.87379443,37.320968,5.9724845,0,True,3385.197,0.82218652,3.0654837
lhs,4,4,37,0.11280946,0.80868136,0.8305267,5.5333689,0,True,3391.0648,0.82218652,3.0654837
lhs,4,4,38,0.060863415,0.99721757,4.466578,3.4743058,0,True,3537.857,0.82218652,3.0654837
lhs,4,4,39,0.44760209,0.77377928,71.913325,5.7555157,0,True,3537.857,0.82218652,3.0654837
lhs,4,4,40,0.64658664,0.9293505,167.78395,4.5505024,0,True,3537.857,0.82218652,3.0654837
lhs,4,4,41,0.16196285,0.0060571776,119.72918,13.409076,0,True,3537.857,0.82218652,3.0654837
lhs,4,4,42,0.76849287,0.13611976,20.175277,10.271635,0,True,3537.857,0.82218652,3.0654837
lhs,4,4,43,0.31249633,0.37764291,19.85164,9.7297999,0,True,3537.857,0.82218652,3.0654837
lhs,4,4,44,0.8113082,0.38897897,37.275872,7.5529922,0,True,3537.857,0.82218652,3.0654837
